date,type,count
1976-04-08,Journal,8
1976-04-01,Journal,263
1976-03-25,Journal,9
1976-03-18,Journal,5
1976-03-11,Journal,13
1976-03-04,Journal,6
1976-03-01,Journal,405
1976-02-26,Journal,14
1976-02-19,Journal,9
1976-02-12,Journal,8
1976-02-05,Journal,8
1976-02-01,Journal,220
1976-01-29,Journal,12
1976-01-22,Journal,8
1976-01-15,Journal,9
1976-01-01,Book,1268
1976-01-01,Journal,862
1975-12-25,Journal,13
1975-12-18,Journal,10
1975-12-11,Journal,7
1975-12-04,Journal,7
1975-12-01,Journal,641
1975-11-27,Journal,12
1975-11-20,Journal,9
1975-11-13,Journal,8
1975-11-06,Journal,7
1975-11-01,Journal,174
1975-10-30,Journal,14
1975-10-23,Journal,9
1975-10-16,Journal,8
1975-10-09,Journal,5
1975-10-02,Journal,4
1975-10-01,Journal,257
1975-09-25,Journal,4
1975-09-18,Journal,8
1975-09-11,Journal,10
1975-09-04,Journal,7
1975-09-01,Journal,375
1975-08-28,Journal,10
1975-08-21,Journal,12
1975-08-14,Journal,6
1975-08-07,Journal,5
1975-08-01,Journal,187
1975-07-31,Journal,9
1975-07-24,Journal,11
1975-07-17,Journal,11
1975-07-10,Journal,6
1975-07-03,Journal,6
1975-07-01,Journal,198
1975-06-26,Journal,7
1975-06-19,Journal,6
1975-06-12,Journal,4
1975-06-05,Journal,9
1975-06-01,Journal,372
1975-05-29,Journal,10
1975-05-22,Journal,3
1975-05-15,Journal,8
1975-05-08,Journal,5
1975-05-01,Journal,162
1975-04-24,Journal,8
1975-04-17,Journal,7
1975-04-10,Journal,10
1975-04-03,Journal,12
1975-04-01,Journal,169
1975-03-27,Journal,11
1975-03-20,Journal,8
1975-03-13,Journal,10
1975-03-06,Journal,7
1975-03-01,Journal,370
1975-02-27,Journal,7
1975-02-20,Journal,7
1975-02-13,Journal,10
1975-02-06,Journal,7
1975-02-01,Journal,172
1975-01-31,Journal,8
1975-01-24,Journal,5
1975-01-17,Journal,6
1975-01-10,Journal,5
1975-01-03,Journal,7
1975-01-01,Book,1181
1975-01-01,Journal,648
1974-12-20,Journal,11
1974-12-13,Journal,5
1974-12-06,Journal,7
1974-12-01,Journal,702
1974-11-29,Journal,9
1974-11-22,Journal,8
1974-11-15,Journal,5
1974-11-08,Journal,7
1974-11-01,Journal,202
1974-10-25,Journal,11
1974-10-18,Journal,8
1974-10-11,Journal,11
1974-10-04,Journal,7
1974-10-01,Journal,194
1974-09-27,Journal,9
1974-09-20,Journal,5
1974-09-13,Journal,8
1974-09-06,Journal,9
1974-09-01,Journal,395
1974-08-30,Journal,7
1974-08-23,Journal,5
1974-08-16,Journal,7
1974-08-09,Journal,6
1974-08-02,Journal,9
1974-08-01,Journal,155
1974-07-26,Journal,9
1974-07-19,Journal,8
1974-07-12,Journal,6
1974-07-05,Journal,6
1974-07-01,Journal,200
1974-06-28,Journal,7
1974-06-21,Journal,5
1974-06-14,Journal,4
1974-06-07,Journal,5
1974-06-01,Journal,360
1974-05-31,Journal,13
1974-05-24,Journal,6
1974-05-17,Journal,10
1974-05-10,Journal,10
1974-05-03,Journal,13
1974-05-01,Journal,138
1974-04-26,Journal,10
1974-04-19,Journal,7
1974-04-12,Journal,4
1974-04-05,Journal,9
1974-04-01,Journal,152
1974-03-29,Journal,10
1974-03-22,Journal,11
1974-03-15,Journal,8
1974-03-08,Journal,5
1974-03-01,Journal,431
1974-02-22,Journal,12
1974-02-15,Journal,6
1974-02-08,Journal,5
1974-02-01,Journal,126
1974-01-25,Journal,8
1974-01-18,Journal,5
1974-01-11,Journal,2
1974-01-04,Journal,7
1974-01-01,Book,1178
1974-01-01,Journal,638
1973-12-21,Journal,6
1973-12-19,Journal,7
1973-12-14,Journal,3
1973-12-12,Journal,4
1973-12-07,Journal,3
1973-12-05,Journal,6
1973-12-01,Journal,643
1973-11-30,Journal,3
1973-11-28,Journal,6
1973-11-23,Journal,3
1973-11-21,Journal,3
1973-11-16,Journal,5
1973-11-14,Journal,8
1973-11-09,Journal,3
1973-11-07,Journal,6
1973-11-02,Journal,2
1973-11-01,Journal,166
1973-10-31,Journal,5
1973-10-26,Journal,1
1973-10-24,Journal,4
1973-10-19,Journal,6
1973-10-17,Journal,8
1973-10-12,Journal,2
1973-10-10,Journal,2
1973-10-05,Journal,2
1973-10-03,Journal,5
1973-10-01,Journal,159
1973-09-28,Journal,2
1973-09-26,Journal,7
1973-09-21,Journal,3
1973-09-19,Journal,8
1973-09-14,Journal,2
1973-09-12,Journal,3
1973-09-07,Journal,2
1973-09-05,Journal,6
1973-09-01,Journal,457
1973-08-31,Journal,3
1973-08-29,Journal,9
1973-08-24,Journal,5
1973-08-22,Journal,4
1973-08-17,Journal,5
1973-08-15,Journal,4
1973-08-10,Journal,5
1973-08-08,Journal,4
1973-08-03,Journal,3
1973-08-01,Journal,168
1973-07-27,Journal,1
1973-07-25,Journal,4
1973-07-20,Journal,3
1973-07-18,Journal,8
1973-07-13,Journal,3
1973-07-11,Journal,5
1973-07-06,Journal,4
1973-07-04,Journal,3
1973-07-01,Journal,177
1973-06-29,Journal,6
1973-06-27,Journal,7
1973-06-22,Journal,5
1973-06-20,Journal,3
1973-06-15,Journal,5
1973-06-13,Journal,4
1973-06-08,Journal,4
1973-06-06,Journal,6
1973-06-01,Journal,445
1973-05-30,Journal,5
1973-05-25,Journal,1
1973-05-18,Journal,2
1973-05-11,Journal,4
1973-05-04,Journal,5
1973-05-01,Journal,170
1973-04-27,Journal,1
1973-04-25,Journal,5
1973-04-20,Journal,4
1973-04-18,Journal,6
1973-04-11,Journal,5
1973-04-06,Journal,4
1973-04-04,Journal,8
1973-04-01,Journal,186
1973-03-30,Journal,1
1973-03-28,Journal,5
1973-03-21,Journal,6
1973-03-16,Journal,2
1973-03-14,Journal,4
1973-03-12,Journal,1
1973-03-07,Journal,5
1973-03-02,Journal,2
1973-03-01,Journal,539
1973-02-28,Journal,5
1973-02-23,Journal,3
1973-02-21,Journal,9
1973-02-16,Journal,2
1973-02-14,Journal,8
1973-02-09,Journal,1
1973-02-07,Journal,5
1973-02-02,Journal,1
1973-02-01,Journal,157
1973-01-31,Journal,5
1973-01-26,Journal,3
1973-01-24,Journal,6
1973-01-19,Journal,1
1973-01-17,Journal,7
1973-01-12,Journal,2
1973-01-10,Journal,4
1973-01-05,Journal,1
1973-01-03,Journal,9
1973-01-01,Book,866
1973-01-01,Journal,248
1972-12-29,Journal,2
1972-12-27,Journal,7
1972-12-22,Journal,3
1972-12-20,Journal,6
1972-12-15,Journal,3
1972-12-13,Journal,6
1972-12-08,Journal,1
1972-12-06,Journal,4
1972-12-01,Journal,567
1972-11-29,Journal,6
1972-11-24,Journal,2
1972-11-22,Journal,4
1972-11-17,Journal,1
1972-11-15,Journal,7
1972-11-10,Journal,1
1972-11-08,Journal,5
1972-11-03,Journal,1
1972-11-01,Journal,149
1972-10-27,Journal,4
1972-10-25,Journal,5
1972-10-20,Journal,1
1972-10-18,Journal,3
1972-10-13,Journal,1
1972-10-11,Journal,4
1972-10-06,Journal,3
1972-10-04,Journal,4
1972-10-01,Journal,153
1972-09-29,Journal,3
1972-09-27,Journal,4
1972-09-22,Journal,3
1972-09-20,Journal,6
1972-09-15,Journal,1
1972-09-13,Journal,4
1972-09-08,Journal,1
1972-09-06,Journal,6
1972-09-01,Journal,425
1972-08-30,Journal,5
1972-08-25,Journal,1
1972-08-23,Journal,3
1972-08-18,Journal,3
1972-08-16,Journal,5
1972-08-11,Journal,2
1972-08-09,Journal,4
1972-08-04,Journal,5
1972-08-02,Journal,2
1972-08-01,Journal,179
1972-07-28,Journal,1
1972-07-26,Journal,6
1972-07-21,Journal,2
1972-07-19,Journal,9
1972-07-14,Journal,1
1972-07-12,Journal,4
1972-07-05,Journal,1
1972-07-01,Journal,149
1972-06-30,Journal,4
1972-06-28,Journal,7
1972-06-23,Journal,3
1972-06-21,Journal,5
1972-06-16,Journal,1
1972-06-14,Journal,4
1972-06-09,Journal,2
1972-06-07,Journal,5
1972-06-02,Journal,1
1972-06-01,Journal,434
1972-05-31,Journal,4
1972-05-26,Journal,2
1972-05-24,Journal,5
1972-05-22,Journal,1
1972-05-19,Journal,4
1972-05-17,Journal,5
1972-05-12,Journal,4
1972-05-10,Journal,9
1972-05-05,Journal,5
1972-05-03,Journal,7
1972-05-01,Journal,126
1972-04-26,Journal,8
1972-04-19,Journal,2
1972-04-14,Journal,2
1972-04-12,Journal,2
1972-04-07,Journal,2
1972-04-01,Journal,149
1972-03-31,Journal,4
1972-03-29,Journal,7
1972-03-24,Journal,3
1972-03-22,Journal,6
1972-03-17,Journal,1
1972-03-15,Journal,5
1972-03-10,Journal,2
1972-03-08,Journal,2
1972-03-03,Journal,1
1972-03-01,Journal,436
1972-02-25,Journal,1
1972-02-23,Journal,4
1972-02-18,Journal,1
1972-02-16,Journal,6
1972-02-11,Journal,2
1972-02-09,Journal,4
1972-02-04,Journal,2
1972-02-02,Journal,4
1972-02-01,Journal,145
1972-01-28,Journal,3
1972-01-26,Journal,11
1972-01-21,Journal,1
1972-01-19,Journal,6
1972-01-14,Journal,1
1972-01-12,Journal,4
1972-01-07,Journal,5
1972-01-05,Journal,4
1972-01-03,Journal,1
1972-01-01,Book,727
1972-01-01,Journal,218
1971-12-31,Journal,3
1971-12-29,Journal,6
1971-12-24,Journal,4
1971-12-22,Journal,3
1971-12-17,Journal,3
1971-12-15,Journal,8
1971-12-10,Journal,2
1971-12-08,Journal,7
1971-12-03,Journal,4
1971-12-01,Journal,533
1971-11-26,Journal,3
1971-11-24,Journal,6
1971-11-19,Journal,1
1971-11-17,Journal,7
1971-11-12,Journal,3
1971-11-10,Journal,7
1971-11-08,Journal,1
1971-11-05,Journal,1
1971-11-03,Journal,5
1971-11-01,Journal,147
1971-10-29,Journal,2
1971-10-27,Journal,5
1971-10-22,Journal,4
1971-10-20,Journal,6
1971-10-15,Journal,3
1971-10-13,Journal,10
1971-10-08,Journal,7
1971-10-06,Journal,2
1971-10-01,Journal,141
1971-09-29,Journal,5
1971-09-22,Journal,6
1971-09-17,Journal,4
1971-09-15,Journal,4
1971-09-10,Journal,2
1971-09-08,Journal,5
1971-09-01,Journal,371
1971-08-27,Journal,2
1971-08-25,Journal,5
1971-08-20,Journal,2
1971-08-18,Journal,1
1971-08-13,Journal,2
1971-08-11,Journal,2
1971-08-06,Journal,1
1971-08-04,Journal,6
1971-08-01,Journal,177
1971-07-30,Journal,5
1971-07-28,Journal,5
1971-07-23,Journal,4
1971-07-21,Journal,6
1971-07-16,Journal,4
1971-07-14,Journal,5
1971-07-09,Journal,3
1971-07-07,Journal,5
1971-07-02,Journal,3
1971-07-01,Journal,138
1971-06-30,Journal,6
1971-06-25,Journal,2
1971-06-23,Journal,3
1971-06-21,Journal,1
1971-06-18,Journal,4
1971-06-16,Journal,3
1971-06-11,Journal,1
1971-06-09,Journal,3
1971-06-04,Journal,3
1971-06-02,Journal,2
1971-06-01,Journal,338
1971-05-28,Journal,1
1971-05-26,Journal,8
1971-05-21,Journal,2
1971-05-19,Journal,5
1971-05-14,Journal,4
1971-05-12,Journal,4
1971-05-07,Journal,3
1971-05-05,Journal,1
1971-05-01,Journal,134
1971-04-30,Journal,2
1971-04-28,Journal,3
1971-04-23,Journal,2
1971-04-21,Journal,4
1971-04-14,Journal,5
1971-04-09,Journal,4
1971-04-07,Journal,2
1971-04-02,Journal,1
1971-04-01,Journal,161
1971-03-31,Journal,8
1971-03-26,Journal,4
1971-03-24,Journal,5
1971-03-22,Journal,1
1971-03-19,Journal,1
1971-03-17,Journal,3
1971-03-12,Journal,4
1971-03-10,Journal,3
1971-03-05,Journal,2
1971-03-03,Journal,6
1971-03-01,Journal,413
1971-02-24,Journal,5
1971-02-19,Journal,2
1971-02-17,Journal,5
1971-02-12,Journal,2
1971-02-10,Journal,1
1971-02-05,Journal,4
1971-02-03,Journal,8
1971-02-01,Journal,170
1971-01-29,Journal,2
1971-01-27,Journal,6
1971-01-22,Journal,3
1971-01-20,Journal,4
1971-01-15,Journal,4
1971-01-13,Journal,8
1971-01-08,Journal,6
1971-01-06,Journal,4
1971-01-01,Book,606
1971-01-01,Journal,184
1970-12-26,Journal,13
1970-12-19,Journal,9
1970-12-12,Journal,12
1970-12-05,Journal,6
1970-12-01,Journal,499
1970-11-28,Journal,6
1970-11-21,Journal,9
1970-11-14,Journal,8
1970-11-07,Journal,8
1970-11-01,Journal,146
1970-10-31,Journal,5
1970-10-24,Journal,8
1970-10-17,Journal,4
1970-10-10,Journal,6
1970-10-03,Journal,6
1970-10-01,Journal,126
1970-09-26,Journal,8
1970-09-19,Journal,12
1970-09-12,Journal,12
1970-09-05,Journal,8
1970-09-01,Journal,330
1970-08-29,Journal,7
1970-08-22,Journal,8
1970-08-15,Journal,12
1970-08-08,Journal,7
1970-08-01,Journal,132
1970-07-25,Journal,10
1970-07-18,Journal,4
1970-07-11,Journal,6
1970-07-04,Journal,14
1970-07-01,Journal,165
1970-06-27,Journal,9
1970-06-20,Journal,3
1970-06-13,Journal,3
1970-06-06,Journal,4
1970-06-01,Journal,307
1970-05-30,Journal,9
1970-05-23,Journal,4
1970-05-16,Journal,4
1970-05-09,Journal,5
1970-05-02,Journal,6
1970-05-01,Journal,161
1970-04-25,Journal,5
1970-04-18,Journal,7
1970-04-11,Journal,8
1970-04-04,Journal,4
1970-04-01,Journal,105
1970-03-28,Journal,8
1970-03-21,Journal,7
1970-03-14,Journal,7
1970-03-07,Journal,9
1970-03-01,Journal,384
1970-02-28,Journal,8
1970-02-21,Journal,7
1970-02-14,Journal,7
1970-02-07,Journal,4
1970-02-01,Journal,136
1970-01-31,Journal,2
1970-01-24,Journal,1
1970-01-17,Journal,1
1970-01-10,Journal,9
1970-01-03,Journal,3
1970-01-01,Book,617
1970-01-01,Journal,250
1969-12-27,Journal,4
1969-12-20,Journal,4
1969-12-13,Journal,5
1969-12-06,Journal,5
1969-12-01,Journal,389
1969-11-29,Journal,2
1969-11-22,Journal,6
1969-11-15,Journal,11
1969-11-08,Journal,5
1969-11-01,Journal,165
1969-10-25,Journal,5
1969-10-18,Journal,8
1969-10-11,Journal,5
1969-10-04,Journal,3
1969-10-01,Journal,108
1969-09-27,Journal,11
1969-09-20,Journal,6
1969-09-13,Journal,3
1969-09-06,Journal,6
1969-09-01,Journal,346
1969-08-30,Journal,10
1969-08-23,Journal,13
1969-08-16,Journal,6
1969-08-09,Journal,5
1969-08-02,Journal,7
1969-08-01,Journal,106
1969-07-26,Journal,5
1969-07-19,Journal,10
1969-07-12,Journal,8
1969-07-05,Journal,9
1969-07-01,Journal,159
1969-06-28,Journal,6
1969-06-21,Journal,5
1969-06-14,Journal,8
1969-06-07,Journal,6
1969-06-01,Journal,281
1969-05-31,Journal,2
1969-05-24,Journal,7
1969-05-17,Journal,7
1969-05-10,Journal,5
1969-05-03,Journal,7
1969-05-01,Journal,155
1969-04-26,Journal,3
1969-04-19,Journal,8
1969-04-12,Journal,6
1969-04-05,Journal,2
1969-04-01,Journal,107
1969-03-29,Journal,9
1969-03-22,Journal,9
1969-03-15,Journal,5
1969-03-08,Journal,2
1969-03-01,Journal,336
1969-02-22,Journal,7
1969-02-15,Journal,7
1969-02-08,Journal,3
1969-02-01,Journal,99
1969-01-25,Journal,7
1969-01-18,Journal,7
1969-01-11,Journal,7
1969-01-04,Journal,6
1969-01-01,Book,432
1969-01-01,Journal,262
1968-12-28,Journal,6
1968-12-21,Journal,2
1968-12-14,Journal,7
1968-12-07,Journal,6
1968-12-01,Journal,270
1968-11-30,Journal,3
1968-11-23,Journal,2
1968-11-16,Journal,4
1968-11-09,Journal,9
1968-11-02,Journal,5
1968-11-01,Journal,152
1968-10-26,Journal,9
1968-10-19,Journal,7
1968-10-12,Journal,4
1968-10-05,Journal,4
1968-10-01,Journal,105
1968-09-28,Journal,8
1968-09-21,Journal,10
1968-09-14,Journal,5
1968-09-07,Journal,11
1968-09-01,Journal,289
1968-08-31,Journal,12
1968-08-24,Journal,3
1968-08-17,Journal,6
1968-08-10,Journal,5
1968-08-03,Journal,4
1968-08-01,Journal,114
1968-07-27,Journal,5
1968-07-20,Journal,7
1968-07-13,Journal,8
1968-07-06,Journal,3
1968-07-01,Journal,146
1968-06-29,Journal,2
1968-06-22,Journal,6
1968-06-15,Journal,6
1968-06-08,Journal,5
1968-06-01,Journal,284
1968-05-25,Journal,3
1968-05-18,Journal,4
1968-05-11,Journal,11
1968-05-04,Journal,5
1968-05-01,Journal,148
1968-04-27,Journal,8
1968-04-20,Journal,7
1968-04-13,Journal,5
1968-04-06,Journal,4
1968-04-01,Journal,87
1968-03-30,Journal,3
1968-03-23,Journal,4
1968-03-16,Journal,9
1968-03-09,Journal,1
1968-03-02,Journal,4
1968-03-01,Journal,309
1968-02-24,Journal,5
1968-02-17,Journal,9
1968-02-10,Journal,7
1968-02-03,Journal,5
1968-02-01,Journal,93
1968-01-27,Journal,3
1968-01-20,Journal,8
1968-01-13,Journal,5
1968-01-06,Journal,10
1968-01-01,Book,421
1968-01-01,Journal,359
1967-12-30,Journal,8
1967-12-23,Journal,4
1967-12-16,Journal,5
1967-12-09,Journal,2
1967-12-02,Journal,10
1967-12-01,Journal,247
1967-11-25,Journal,6
1967-11-18,Journal,7
1967-11-11,Journal,10
1967-11-04,Journal,8
1967-11-01,Journal,145
1967-10-28,Journal,8
1967-10-21,Journal,4
1967-10-14,Journal,5
1967-10-07,Journal,7
1967-10-01,Journal,90
1967-09-30,Journal,10
1967-09-23,Journal,9
1967-09-16,Journal,7
1967-09-09,Journal,5
1967-09-02,Journal,5
1967-09-01,Journal,305
1967-08-26,Journal,11
1967-08-19,Journal,15
1967-08-12,Journal,8
1967-08-05,Journal,11
1967-08-01,Journal,74
1967-07-29,Journal,7
1967-07-22,Journal,14
1967-07-15,Journal,13
1967-07-08,Journal,7
1967-07-01,Journal,195
1967-06-24,Journal,13
1967-06-17,Journal,8
1967-06-10,Journal,11
1967-06-03,Journal,6
1967-06-01,Journal,270
1967-05-27,Journal,8
1967-05-20,Journal,6
1967-05-13,Journal,6
1967-05-06,Journal,9
1967-05-01,Journal,131
1967-04-29,Journal,7
1967-04-22,Journal,9
1967-04-15,Journal,5
1967-04-08,Journal,4
1967-04-01,Journal,83
1967-03-25,Journal,8
1967-03-18,Journal,6
1967-03-11,Journal,5
1967-03-04,Journal,15
1967-03-01,Journal,281
1967-02-25,Journal,6
1967-02-18,Journal,9
1967-02-11,Journal,8
1967-02-04,Journal,7
1967-02-01,Journal,72
1967-01-28,Journal,12
1967-01-21,Journal,11
1967-01-14,Journal,10
1967-01-07,Journal,3
1967-01-01,Journal,209
1967-01-01,Book,588
1966-12-31,Journal,6
1966-12-24,Journal,5
1966-12-17,Journal,11
1966-12-10,Journal,5
1966-12-03,Journal,1
1966-12-01,Journal,155
1966-11-26,Journal,11
1966-11-19,Journal,9
1966-11-12,Journal,3
1966-11-05,Journal,9
1966-11-01,Journal,117
1966-10-29,Journal,6
1966-10-22,Journal,5
1966-10-15,Journal,7
1966-10-08,Journal,8
1966-10-01,Journal,75
1966-09-24,Journal,1
1966-09-17,Journal,4
1966-09-10,Journal,9
1966-09-03,Journal,3
1966-09-01,Journal,178
1966-08-27,Journal,3
1966-08-20,Journal,7
1966-08-13,Journal,2
1966-08-06,Journal,5
1966-08-01,Journal,75
1966-07-30,Journal,8
1966-07-23,Journal,4
1966-07-16,Journal,5
1966-07-09,Journal,11
1966-07-02,Journal,8
1966-07-01,Journal,108
1966-06-25,Journal,2
1966-06-18,Journal,15
1966-06-11,Journal,8
1966-06-04,Journal,5
1966-06-01,Journal,193
1966-05-28,Journal,5
1966-05-21,Journal,7
1966-05-14,Journal,7
1966-05-07,Journal,3
1966-05-01,Journal,148
1966-04-30,Journal,9
1966-04-23,Journal,3
1966-04-16,Journal,6
1966-04-09,Journal,5
1966-04-02,Journal,6
1966-04-01,Journal,66
1966-03-26,Journal,4
1966-03-19,Journal,4
1966-03-12,Journal,3
1966-03-05,Journal,6
1966-03-01,Journal,278
1966-02-26,Journal,3
1966-02-19,Journal,1
1966-02-12,Journal,4
1966-02-05,Journal,4
1966-02-01,Journal,56
1966-01-29,Journal,7
1966-01-22,Journal,8
1966-01-15,Journal,3
1966-01-08,Journal,2
1966-01-01,Book,365
1966-01-01,Journal,282
1965-12-25,Journal,4
1965-12-18,Journal,9
1965-12-11,Journal,6
1965-12-04,Journal,2
1965-12-01,Journal,123
1965-11-27,Journal,2
1965-11-20,Journal,3
1965-11-13,Journal,7
1965-11-06,Journal,4
1965-11-01,Journal,156
1965-10-30,Journal,5
1965-10-23,Journal,7
1965-10-16,Journal,3
1965-10-09,Journal,4
1965-10-02,Journal,5
1965-10-01,Journal,55
1965-09-25,Journal,5
1965-09-18,Journal,3
1965-09-11,Journal,2
1965-09-04,Journal,4
1965-09-01,Journal,187
1965-08-28,Journal,7
1965-08-21,Journal,6
1965-08-14,Journal,6
1965-08-07,Journal,5
1965-08-01,Journal,68
1965-07-31,Journal,6
1965-07-24,Journal,12
1965-07-17,Journal,7
1965-07-10,Journal,5
1965-07-03,Journal,2
1965-07-01,Journal,131
1965-06-26,Journal,4
1965-06-19,Journal,5
1965-06-12,Journal,3
1965-06-05,Journal,4
1965-06-01,Journal,103
1965-05-29,Journal,5
1965-05-22,Journal,5
1965-05-15,Journal,3
1965-05-08,Journal,4
1965-05-01,Journal,113
1965-04-24,Journal,3
1965-04-17,Journal,4
1965-04-10,Journal,4
1965-04-03,Journal,4
1965-04-01,Journal,60
1965-03-27,Journal,6
1965-03-20,Journal,1
1965-03-13,Journal,7
1965-03-06,Journal,5
1965-03-01,Journal,158
1965-02-27,Journal,7
1965-02-20,Journal,7
1965-02-13,Journal,5
1965-02-06,Journal,5
1965-02-01,Journal,49
1965-01-30,Journal,4
1965-01-23,Journal,1
1965-01-16,Journal,1
1965-01-09,Journal,7
1965-01-02,Journal,5
1965-01-01,Book,160
1965-01-01,Journal,290
1964-12-26,Journal,6
1964-12-19,Journal,5
1964-12-12,Journal,4
1964-12-05,Journal,3
1964-12-01,Journal,89
1964-11-28,Journal,4
1964-11-21,Journal,3
1964-11-14,Journal,5
1964-11-07,Journal,6
1964-11-01,Journal,114
1964-10-31,Journal,5
1964-10-24,Journal,1
1964-10-17,Journal,5
1964-10-10,Journal,2
1964-10-03,Journal,4
1964-10-01,Journal,61
1964-09-26,Journal,3
1964-09-19,Journal,3
1964-09-12,Journal,4
1964-09-05,Journal,4
1964-09-01,Journal,157
1964-08-29,Journal,6
1964-08-22,Journal,7
1964-08-15,Journal,5
1964-08-08,Journal,4
1964-08-01,Journal,67
1964-07-25,Journal,9
1964-07-18,Journal,6
1964-07-11,Journal,2
1964-07-04,Journal,3
1964-07-01,Journal,126
1964-06-27,Journal,3
1964-06-20,Journal,6
1964-06-13,Journal,5
1964-06-06,Journal,3
1964-06-01,Journal,96
1964-05-30,Journal,4
1964-05-23,Journal,4
1964-05-16,Journal,4
1964-05-09,Journal,6
1964-05-02,Journal,5
1964-05-01,Journal,108
1964-04-25,Journal,3
1964-04-18,Journal,5
1964-04-11,Journal,4
1964-04-04,Journal,8
1964-04-01,Journal,53
1964-03-28,Journal,5
1964-03-21,Journal,9
1964-03-14,Journal,5
1964-03-07,Journal,4
1964-03-01,Journal,122
1964-02-29,Journal,5
1964-02-22,Journal,1
1964-02-15,Journal,8
1964-02-08,Journal,5
1964-02-01,Journal,57
1964-01-25,Journal,5
1964-01-18,Journal,2
1964-01-11,Journal,4
1964-01-04,Journal,3
1964-01-01,Book,267
1964-01-01,Journal,225
1963-12-28,Journal,4
1963-12-21,Journal,5
1963-12-14,Journal,7
1963-12-07,Journal,3
1963-12-01,Journal,91
1963-11-30,Journal,9
1963-11-23,Journal,3
1963-11-16,Journal,5
1963-11-09,Journal,3
1963-11-02,Journal,3
1963-11-01,Journal,95
1963-10-26,Journal,6
1963-10-19,Journal,9
1963-10-12,Journal,6
1963-10-05,Journal,4
1963-10-01,Journal,59
1963-09-28,Journal,1
1963-09-21,Journal,4
1963-09-14,Journal,4
1963-09-07,Journal,4
1963-09-01,Journal,112
1963-08-24,Journal,4
1963-08-17,Journal,2
1963-08-10,Journal,8
1963-08-03,Journal,3
1963-08-01,Journal,65
1963-07-27,Journal,10
1963-07-20,Journal,4
1963-07-13,Journal,3
1963-07-06,Journal,2
1963-07-01,Journal,87
1963-06-29,Journal,2
1963-06-22,Journal,4
1963-06-15,Journal,3
1963-06-08,Journal,5
1963-06-01,Journal,106
1963-05-25,Journal,2
1963-05-18,Journal,6
1963-05-04,Journal,6
1963-05-01,Journal,87
1963-04-27,Journal,5
1963-04-20,Journal,7
1963-04-13,Journal,8
1963-04-06,Journal,7
1963-04-01,Journal,43
1963-03-30,Journal,5
1963-03-23,Journal,4
1963-03-16,Journal,9
1963-03-09,Journal,2
1963-03-02,Journal,5
1963-03-01,Journal,130
1963-02-23,Journal,5
1963-02-16,Journal,8
1963-02-09,Journal,7
1963-02-02,Journal,9
1963-02-01,Journal,49
1963-01-26,Journal,5
1963-01-19,Journal,4
1963-01-12,Journal,2
1963-01-05,Journal,3
1963-01-01,Journal,161
1963-01-01,Book,151
1962-12-29,Journal,2
1962-12-22,Journal,5
1962-12-15,Journal,4
1962-12-08,Journal,5
1962-12-01,Journal,83
1962-11-24,Journal,6
1962-11-17,Journal,5
1962-11-10,Journal,3
1962-11-03,Journal,2
1962-11-01,Journal,62
1962-10-27,Journal,3
1962-10-20,Journal,2
1962-10-13,Journal,8
1962-10-06,Journal,3
1962-10-01,Journal,54
1962-09-29,Journal,7
1962-09-22,Journal,4
1962-09-15,Journal,3
1962-09-08,Journal,2
1962-09-01,Journal,118
1962-08-25,Journal,3
1962-08-18,Journal,4
1962-08-11,Journal,5
1962-08-04,Journal,6
1962-08-01,Journal,41
1962-07-28,Journal,5
1962-07-21,Journal,1
1962-07-14,Journal,9
1962-07-07,Journal,3
1962-07-01,Journal,75
1962-06-30,Journal,6
1962-06-23,Journal,4
1962-06-16,Journal,1
1962-06-09,Journal,5
1962-06-02,Journal,8
1962-06-01,Journal,97
1962-05-26,Journal,1
1962-05-19,Journal,4
1962-05-12,Journal,8
1962-05-05,Journal,8
1962-05-01,Journal,75
1962-04-28,Journal,6
1962-04-21,Journal,4
1962-04-14,Journal,4
1962-04-07,Journal,5
1962-04-01,Journal,40
1962-03-31,Journal,4
1962-03-24,Journal,7
1962-03-17,Journal,9
1962-03-10,Journal,6
1962-03-03,Journal,3
1962-03-01,Journal,144
1962-02-24,Journal,2
1962-02-17,Journal,2
1962-02-10,Journal,6
1962-02-03,Journal,6
1962-02-01,Journal,65
1962-01-27,Journal,5
1962-01-20,Journal,6
1962-01-13,Journal,3
1962-01-06,Journal,3
1962-01-01,Journal,134
1962-01-01,Book,106
1961-12-30,Journal,4
1961-12-23,Journal,5
1961-12-16,Journal,6
1961-12-09,Journal,7
1961-12-02,Journal,10
1961-12-01,Journal,67
1961-11-25,Journal,3
1961-11-18,Journal,4
1961-11-11,Journal,7
1961-11-04,Journal,3
1961-11-01,Journal,75
1961-10-21,Journal,7
1961-10-14,Journal,3
1961-10-07,Journal,4
1961-10-01,Journal,48
1961-09-30,Journal,3
1961-09-23,Journal,8
1961-09-16,Journal,3
1961-09-09,Journal,5
1961-09-02,Journal,5
1961-09-01,Journal,129
1961-08-26,Journal,3
1961-08-19,Journal,7
1961-08-12,Journal,2
1961-08-05,Journal,6
1961-08-01,Journal,36
1961-07-29,Journal,5
1961-07-22,Journal,4
1961-07-15,Journal,5
1961-07-08,Journal,3
1961-07-01,Journal,117
1961-06-24,Journal,6
1961-06-17,Journal,9
1961-06-10,Journal,2
1961-06-03,Journal,4
